Project Name,Package Name,Architecture Smell,Cause of the Smell
.,com.ViverBemApp.viverBem,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [PacienteTests]; [SendNotificationEmailTests]; [MedicoTests]; [ConsultaTests]; [JavaMailApp]; [ViverBemApplication]. LCC (Lack of Component Cohesion) = 1.0
